mol,enan,Eafw,Earev,dErxn,ETS,ERt,EPr,HRt,HPr,HTS,Hafw,dH,rxn_smiles_mapped,rxn_smiles
4abp5,R,9.523083778,23.09674121,-13.57365743,-1646624.42228276,-1646633.94535935,-1646647.51900652,-1646363.98910502,-1646376.27071117,-1646354.58023507,9.40886994590983,-12.2816061482299,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]3[c:29]2[c:44]([H:48])[c:47]([H:51])[c:46]([H:50])[c:45]3[H:49])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]3[c:28]([c:41]([H:54])[c:53]([H:57])[c:52]([H:56])[c:40]3[H:55])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]3[c:29]2[c:44]([H:48])[c:47]([H:51])[c:46]([H:50])[c:45]3[H:49])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]3[c:28]([c:41]([H:54])[c:53]([H:57])[c:52]([H:56])[c:40]3[H:55])[n+:43]2[O:25]1,[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]([H])[c]3[c]([c]([H])[c]([H])[c]([H])[c]3[H])[n+]2[O]1>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([H])[c]([H])[c]3[c]([c]([H])[c]([H])[c]([H])[c]3[H])[n+]2[O]1
4aMebp1,R,8.345248495,13.84097647,-5.495727973,-1695951.81855468,-1695960.16379687,-1695965.6595207,-1695655.32431724,-1695659.69930998,-1695647.10959692,8.21472031902522,-4.37499274825677,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([C:56]([H:57])([H:58])[H:59])[c:32]([H:36])[c:30]3[c:29]2[c:40]([H:41])[c:44]([H:52])[c:45]([H:53])[c:42]3[H:43])-[c:27]2[c:33]([C:60]([H:61])([H:62])[H:63])[c:34]([H:37])[c:35]3[c:28]([n+:39]2[O:25]1)[c:46]([H:47])[c:50]([H:54])[c:51]([H:55])[c:48]3[H:49]>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([C:56]([H:57])([H:58])[H:59])[c:32]([H:36])[c:30]3[c:29]2[c:40]([H:41])[c:44]([H:52])[c:45]([H:53])[c:42]3[H:43])-[c:27]2[c:33]([C:60]([H:61])([H:62])[H:63])[c:34]([H:37])[c:35]3[c:28]([n+:39]2[O:25]1)[c:46]([H:47])[c:50]([H:54])[c:51]([H:55])[c:48]3[H:49],[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]3[c]([n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]3[c]([n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]
4aMebp2,R,7.554586558,18.56047522,-11.00588866,-1695955.05650112,-1695962.61108197,-1695973.61696232,-1695657.78226999,-1695667.56325277,-1695650.73095136,7.05131863313727,-9.78098278283142,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([C:56]([H:57])([H:58])[H:59])[c:32]([H:36])[c:30]3[c:29]2[c:40]([H:41])[c:44]([H:52])[c:45]([H:53])[c:42]3[H:43])-[c:27]2[c:33]([C:60]([H:61])([H:62])[H:63])[c:34]([H:37])[c:35]3[c:28]([n+:39]2[O:25]1)[c:46]([H:47])[c:50]([H:54])[c:51]([H:55])[c:48]3[H:49]>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([C:56]([H:57])([H:58])[H:59])[c:32]([H:36])[c:30]3[c:29]2[c:40]([H:41])[c:44]([H:52])[c:45]([H:53])[c:42]3[H:43])-[c:27]2[c:33]([C:60]([H:61])([H:62])[H:63])[c:34]([H:37])[c:35]3[c:28]([n+:39]2[O:25]1)[c:46]([H:47])[c:50]([H:54])[c:51]([H:55])[c:48]3[H:49],[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]3[c]([n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]3[c]([n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]
4aMebp3,R,11.86181159,23.58745362,-11.72564203,-1695948.86612484,-1695960.72792746,-1695972.45356064,-1695655.86397498,-1695666.16579023,-1695644.29772909,11.566245888127,-10.3018152529839,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([C:56]([H:57])([H:58])[H:59])[c:32]([H:36])[c:30]3[c:29]2[c:40]([H:41])[c:44]([H:52])[c:45]([H:53])[c:42]3[H:43])-[c:27]2[c:33]([C:60]([H:61])([H:62])[H:63])[c:34]([H:37])[c:35]3[c:28]([n+:39]2[O:25]1)[c:46]([H:47])[c:50]([H:54])[c:51]([H:55])[c:48]3[H:49]>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([C:56]([H:57])([H:58])[H:59])[c:32]([H:36])[c:30]3[c:29]2[c:40]([H:41])[c:44]([H:52])[c:45]([H:53])[c:42]3[H:43])-[c:27]2[c:33]([C:60]([H:61])([H:62])[H:63])[c:34]([H:37])[c:35]3[c:28]([n+:39]2[O:25]1)[c:46]([H:47])[c:50]([H:54])[c:51]([H:55])[c:48]3[H:49],[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]3[c]([n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]3[c]([n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]
4aMebp4,R,8.370348874,24.42392375,-16.05357487,-1695949.00543184,-1695957.37577439,-1695973.42933713,-1695652.48923157,-1695667.01167236,-1695644.16093213,8.32829944766127,-14.5224407869391,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([C:56]([H:57])([H:58])[H:59])[c:32]([H:36])[c:30]3[c:29]2[c:40]([H:41])[c:44]([H:52])[c:45]([H:53])[c:42]3[H:43])-[c:27]2[c:33]([C:60]([H:61])([H:62])[H:63])[c:34]([H:37])[c:35]3[c:28]([n+:39]2[O:25]1)[c:46]([H:47])[c:50]([H:54])[c:51]([H:55])[c:48]3[H:49]>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([C:56]([H:57])([H:58])[H:59])[c:32]([H:36])[c:30]3[c:29]2[c:40]([H:41])[c:44]([H:52])[c:45]([H:53])[c:42]3[H:43])-[c:27]2[c:33]([C:60]([H:61])([H:62])[H:63])[c:34]([H:37])[c:35]3[c:28]([n+:39]2[O:25]1)[c:46]([H:47])[c:50]([H:54])[c:51]([H:55])[c:48]3[H:49],[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]3[c]([n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]3[c]([n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]
4aMebp5,R,9.664273409,23.39104315,-13.72676974,-1695951.72254581,-1695961.38681191,-1695975.11357129,-1695656.49273899,-1695668.85592131,-1695646.94205201,9.55068698013201,-12.363182318164,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([C:56]([H:57])([H:58])[H:59])[c:32]([H:36])[c:30]3[c:29]2[c:40]([H:41])[c:44]([H:52])[c:45]([H:53])[c:42]3[H:43])-[c:27]2[c:33]([C:60]([H:61])([H:62])[H:63])[c:34]([H:37])[c:35]3[c:28]([n+:39]2[O:25]1)[c:46]([H:47])[c:50]([H:54])[c:51]([H:55])[c:48]3[H:49]>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([C:56]([H:57])([H:58])[H:59])[c:32]([H:36])[c:30]3[c:29]2[c:40]([H:41])[c:44]([H:52])[c:45]([H:53])[c:42]3[H:43])-[c:27]2[c:33]([C:60]([H:61])([H:62])[H:63])[c:34]([H:37])[c:35]3[c:28]([n+:39]2[O:25]1)[c:46]([H:47])[c:50]([H:54])[c:51]([H:55])[c:48]3[H:49],[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]3[c]([n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]3[c]([n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]
4aMebp1,S,9.386286712,15.80194357,-6.415656862,-1695951.11386208,-1695960.5001417,-1695966.91579371,-1695655.67572228,-1695660.85141651,-1695646.48585297,9.18986930488609,-5.17569423210807,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([C:56]([H:57])([H:58])[H:59])[c:32]([H:36])[c:30]3[c:29]2[c:40]([H:41])[c:44]([H:52])[c:45]([H:53])[c:42]3[H:43])-[c:27]2[c:33]([C:60]([H:61])([H:62])[H:63])[c:34]([H:37])[c:35]3[c:28]([n+:39]2[O:25]1)[c:46]([H:47])[c:50]([H:54])[c:51]([H:55])[c:48]3[H:49]>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([C:56]([H:57])([H:58])[H:59])[c:32]([H:36])[c:30]3[c:29]2[c:40]([H:41])[c:44]([H:52])[c:45]([H:53])[c:42]3[H:43])-[c:27]2[c:33]([C:60]([H:61])([H:62])[H:63])[c:34]([H:37])[c:35]3[c:28]([n+:39]2[O:25]1)[c:46]([H:47])[c:50]([H:54])[c:51]([H:55])[c:48]3[H:49],[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]3[c]([n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]3[c]([n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]
4aMebp2,S,7.199416195,20.168782,-12.96936581,-1695954.31855054,-1695961.5179613,-1695974.48731731,-1695656.7719805,-1695668.26731787,-1695649.64159573,7.13038476672955,-11.4953373712488,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([C:56]([H:57])([H:58])[H:59])[c:32]([H:36])[c:30]3[c:29]2[c:40]([H:41])[c:44]([H:52])[c:45]([H:53])[c:42]3[H:43])-[c:27]2[c:33]([C:60]([H:61])([H:62])[H:63])[c:34]([H:37])[c:35]3[c:28]([n+:39]2[O:25]1)[c:46]([H:47])[c:50]([H:54])[c:51]([H:55])[c:48]3[H:49]>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([C:56]([H:57])([H:58])[H:59])[c:32]([H:36])[c:30]3[c:29]2[c:40]([H:41])[c:44]([H:52])[c:45]([H:53])[c:42]3[H:43])-[c:27]2[c:33]([C:60]([H:61])([H:62])[H:63])[c:34]([H:37])[c:35]3[c:28]([n+:39]2[O:25]1)[c:46]([H:47])[c:50]([H:54])[c:51]([H:55])[c:48]3[H:49],[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]3[c]([n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]3[c]([n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]
4aMebp3,S,8.516558581,22.03185763,-13.51529905,-1695954.3091379,-1695962.82569005,-1695976.34097889,-1695657.6573957,-1695669.87499593,-1695649.40188729,8.25550840399228,-12.2176002301276,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([C:56]([H:57])([H:58])[H:59])[c:32]([H:36])[c:30]3[c:29]2[c:40]([H:41])[c:44]([H:52])[c:45]([H:53])[c:42]3[H:43])-[c:27]2[c:33]([C:60]([H:61])([H:62])[H:63])[c:34]([H:37])[c:35]3[c:28]([n+:39]2[O:25]1)[c:46]([H:47])[c:50]([H:54])[c:51]([H:55])[c:48]3[H:49]>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([C:56]([H:57])([H:58])[H:59])[c:32]([H:36])[c:30]3[c:29]2[c:40]([H:41])[c:44]([H:52])[c:45]([H:53])[c:42]3[H:43])-[c:27]2[c:33]([C:60]([H:61])([H:62])[H:63])[c:34]([H:37])[c:35]3[c:28]([n+:39]2[O:25]1)[c:46]([H:47])[c:50]([H:54])[c:51]([H:55])[c:48]3[H:49],[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]3[c]([n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]3[c]([n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]
4aMebp4,S,8.962090308,22.16049707,-13.19840677,-1695949.85570653,-1695958.81779007,-1695972.01618687,-1695654.14711035,-1695665.96624237,-1695645.07207519,9.07503515807912,-11.8191320148762,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([C:56]([H:57])([H:58])[H:59])[c:32]([H:36])[c:30]3[c:29]2[c:40]([H:41])[c:44]([H:52])[c:45]([H:53])[c:42]3[H:43])-[c:27]2[c:33]([C:60]([H:61])([H:62])[H:63])[c:34]([H:37])[c:35]3[c:28]([n+:39]2[O:25]1)[c:46]([H:47])[c:50]([H:54])[c:51]([H:55])[c:48]3[H:49]>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([C:56]([H:57])([H:58])[H:59])[c:32]([H:36])[c:30]3[c:29]2[c:40]([H:41])[c:44]([H:52])[c:45]([H:53])[c:42]3[H:43])-[c:27]2[c:33]([C:60]([H:61])([H:62])[H:63])[c:34]([H:37])[c:35]3[c:28]([n+:39]2[O:25]1)[c:46]([H:47])[c:50]([H:54])[c:51]([H:55])[c:48]3[H:49],[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]3[c]([n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]3[c]([n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]
4aMebp5,S,9.191131266,23.87485296,-14.68372169,-1695946.9810878,-1695956.17221212,-1695970.85592272,-1695651.31202469,-1695664.49975383,-1695642.47607046,8.83595422911458,-13.1877291442361,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([C:56]([H:57])([H:58])[H:59])[c:32]([H:36])[c:30]3[c:29]2[c:40]([H:41])[c:44]([H:52])[c:45]([H:53])[c:42]3[H:43])-[c:27]2[c:33]([C:60]([H:61])([H:62])[H:63])[c:34]([H:37])[c:35]3[c:28]([n+:39]2[O:25]1)[c:46]([H:47])[c:50]([H:54])[c:51]([H:55])[c:48]3[H:49]>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:38]2[c:26]([c:31]([C:56]([H:57])([H:58])[H:59])[c:32]([H:36])[c:30]3[c:29]2[c:40]([H:41])[c:44]([H:52])[c:45]([H:53])[c:42]3[H:43])-[c:27]2[c:33]([C:60]([H:61])([H:62])[H:63])[c:34]([H:37])[c:35]3[c:28]([n+:39]2[O:25]1)[c:46]([H:47])[c:50]([H:54])[c:51]([H:55])[c:48]3[H:49],[Si-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]3[c]([n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]>>[Si-]1([O][C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c]3[c]2[c]([H])[c]([H])[c]([H])[c]3[H])-[c]2[c]([C]([H])([H])[H])[c]([H])[c]3[c]([n+]2[O]1)[c]([H])[c]([H])[c]([H])[c]3[H]
