,rxn_id,rxn_smiles,solvent,temp,G_act,G_r,switch_reactants
1797,1989,[CH3:16][NH:17][C:18](=[O:19])[c-:20]1[c:21](=[O:22])[o:23][c:24]([C:25]([CH3:26])=[O:27])[n+:28]1[CH3:29].[CH3:1][O:2][C:3]1=[C:4]([c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[CH:11]2[CH:12]=[CH:13][CH:14]1[O:15]2>>[CH3:1][O:2][C:3]1=[C:4]([c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[CH:11]2[CH:12]3[CH:13]([CH:14]1[O:15]2)[C:24]1([C:25]([CH3:26])=[O:27])[O:23][C:21](=[O:22])[C:20]3([C:18]([NH:17][CH3:16])=[O:19])[N:28]1[CH3:29],water,298.15,19.4440379994419,-15.4109788613139,1
1798,1990,[CH3:10][NH:11][C:12](=[O:13])[C-:14]([CH3:15])[N+:16]([CH3:17])=[C:18]([CH3:19])[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[CH3:1][C:2]1=[C:3]([Br:4])[CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[CH3:1][C:2]1=[C:3]([Br:4])[CH:5]2[CH:6]3[CH:7]([CH:8]1[O:9]2)[C:18]([CH3:19])([c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[N:16]([CH3:17])[C:14]3([C:12]([NH:11][CH3:10])=[O:13])[CH3:15],water,298.15,22.5067266835531,-50.5773712384955,0
1799,1991,[CH3:10][NH:11][C:12](=[O:13])[C-:14]([CH3:15])[N+:16]([CH3:17])=[C:18]([CH3:19])[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[CH3:1][C:2]1=[C:3]([Br:4])[CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[CH3:1][C:2]12[C:3]([Br:4])([CH:5]3[CH:6]=[CH:7][CH:8]1[O:9]3)[C:14]([C:12]([NH:11][CH3:10])=[O:13])([CH3:15])[N:16]([CH3:17])[C:18]2([CH3:19])[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1,water,298.15,27.6368926844346,-34.8019042355354,0
1800,1992,[CH3:10][NH:11][C:12](=[O:13])[C-:14]([CH3:15])[N+:16]([CH3:17])=[C:18]([CH3:19])[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[CH3:1][C:2]1=[C:3]([Br:4])[CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[CH3:1][C:2]12[C:3]([Br:4])([CH:5]3[CH:6]=[CH:7][CH:8]1[O:9]3)[C:18]([CH3:19])([c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[N:16]([CH3:17])[C:14]2([C:12]([NH:11][CH3:10])=[O:13])[CH3:15],water,298.15,26.7193315935613,-35.928480709821,0
1801,1993,[CH3:10][NH:11][C:12](=[O:13])[C-:14]([CH3:15])[N+:16]([CH3:17])=[C:18]([CH3:19])[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[CH3:1][C:2]1=[C:3]([Br:4])[CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[CH3:1][C:2]1=[C:3]([Br:4])[CH:5]2[CH:6]3[CH:7]([CH:8]1[O:9]2)[C:14]([C:12]([NH:11][CH3:10])=[O:13])([CH3:15])[N:16]([CH3:17])[C:18]3([CH3:19])[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1,water,298.15,22.6023095754656,-49.600998763066,0
1802,1994,[CH3:17][c:18]1[nH+:19][c-:20](-[c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[c:27](=[O:28])[o:29]1.[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6]#[N:7])[C:8]#[C:9][C:10]([CH3:11])([CH3:12])[CH2:13][CH2:14][CH2:15][CH2:16]1>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6]#[N:7])[C:8]2=[C:9]([C:10]([CH3:11])([CH3:12])[CH2:13][CH2:14][CH2:15][CH2:16]1)[C:18]1([CH3:17])[NH:19][C:20]2([c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[C:27](=[O:28])[O:29]1,water,298.15,23.1876787024977,-5.48015428620866,0
1803,1995,[CH3:17][c:18]1[nH+:19][c-:20](-[c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[c:27](=[O:28])[o:29]1.[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6]#[N:7])[C:8]#[C:9][C:10]([CH3:11])([CH3:12])[CH2:13][CH2:14][CH2:15][CH2:16]1>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6]#[N:7])[C:8]2=[C:9]([C:10]([CH3:11])([CH3:12])[CH2:13][CH2:14][CH2:15][CH2:16]1)[C:20]1([c:21]3[cH:22][cH:23][cH:24][cH:25][cH:26]3)[NH:19][C:18]2([CH3:17])[O:29][C:27]1=[O:28],water,298.15,18.8817949289143,-6.86291865091186,0
1804,1996,[CH3:14][C:15](=[O:16])[C-:17]([C:18]#[N:19])[O+:20]=[C:21]([C:22]#[N:23])[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1.[CH3:1][O:2][C:3]1([F:4])[C:5]#[C:6][C:7]([F:8])([F:9])[CH2:10][CH2:11][CH2:12][CH2:13]1>>[CH3:1][O:2][C:3]1([F:4])[C:5]2=[C:6]([C:7]([F:8])([F:9])[CH2:10][CH2:11][CH2:12][CH2:13]1)[C:17]([C:15]([CH3:14])=[O:16])([C:18]#[N:19])[O:20][C:21]2([C:22]#[N:23])[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1,water,298.15,10.4698484556081,-59.5642403108432,1
1805,1997,[CH3:14][C:15](=[O:16])[C-:17]([C:18]#[N:19])[O+:20]=[C:21]([C:22]#[N:23])[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1.[CH3:1][O:2][C:3]1([F:4])[C:5]#[C:6][C:7]([F:8])([F:9])[CH2:10][CH2:11][CH2:12][CH2:13]1>>[CH3:1][O:2][C:3]1([F:4])[C:5]2=[C:6]([C:7]([F:8])([F:9])[CH2:10][CH2:11][CH2:12][CH2:13]1)[C:21]([C:22]#[N:23])([c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1)[O:20][C:17]2([C:15]([CH3:14])=[O:16])[C:18]#[N:19],water,298.15,12.4803812698316,-62.4955219909952,1
1806,1998,[CH3:13][O:14][C:15](=[O:16])[C:17]([CH3:18])=[O+:19][C-:20]([C:21]([CH3:22])=[O:23])[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1.[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([C:6]#[N:7])[CH:8]2[CH2:9][CH2:10][CH:11]1[CH2:12]2>>[CH3:1][C:2](=[O:3])[C:4]12[C:5]([C:6]#[N:7])([CH:8]3[CH2:9][CH2:10][CH:11]1[CH2:12]3)[C:20]([C:21]([CH3:22])=[O:23])([c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1)[O:19][C:17]2([C:15]([O:14][CH3:13])=[O:16])[CH3:18],water,298.15,11.4651195627031,-35.1295375365067,0
1807,1999,[CH3:13][O:14][C:15](=[O:16])[C:17]([CH3:18])=[O+:19][C-:20]([C:21]([CH3:22])=[O:23])[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1.[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([C:6]#[N:7])[CH:8]2[CH2:9][CH2:10][CH:11]1[CH2:12]2>>[CH3:1][C:2](=[O:3])[C:4]12[C:5]([C:6]#[N:7])([CH:8]3[CH2:9][CH2:10][CH:11]1[CH2:12]3)[C:17]([C:15]([O:14][CH3:13])=[O:16])([CH3:18])[O:19][C:20]2([C:21]([CH3:22])=[O:23])[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1,water,298.15,10.2880741049735,-34.7274367347887,0
1808,2001,[CH3:13][NH:14][C:15](=[O:16])[C:17]([C:18](=[O:19])[O:20][CH3:21])=[N+:22]([CH3:23])[CH-:24][C:25](=[O:26])[O:27][CH3:28].[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([F:7])[CH:8]2[CH:9]=[CH:10][CH:11]1[O:12]2>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([F:7])[CH:8]2[CH:9]3[CH:10]([CH:11]1[O:12]2)[CH:24]([C:25](=[O:26])[O:27][CH3:28])[N:22]([CH3:23])[C:17]3([C:15]([NH:14][CH3:13])=[O:16])[C:18](=[O:19])[O:20][CH3:21],water,298.15,19.0037440316091,-45.7083267974697,1
1809,2002,[CH3:13][NH:14][C:15](=[O:16])[C:17]([C:18](=[O:19])[O:20][CH3:21])=[N+:22]([CH3:23])[CH-:24][C:25](=[O:26])[O:27][CH3:28].[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([F:7])[CH:8]2[CH:9]=[CH:10][CH:11]1[O:12]2>>[CH3:1][NH:2][C:3](=[O:4])[C:5]12[C:6]([F:7])([CH:8]3[CH:9]=[CH:10][CH:11]1[O:12]3)[CH:24]([C:25](=[O:26])[O:27][CH3:28])[N:22]([CH3:23])[C:17]2([C:15]([NH:14][CH3:13])=[O:16])[C:18](=[O:19])[O:20][CH3:21],water,298.15,21.721457617339,-34.8600705761381,1
1810,2003,[CH3:13][NH:14][C:15](=[O:16])[C:17]([C:18](=[O:19])[O:20][CH3:21])=[N+:22]([CH3:23])[CH-:24][C:25](=[O:26])[O:27][CH3:28].[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([F:7])[CH:8]2[CH:9]=[CH:10][CH:11]1[O:12]2>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([F:7])[CH:8]2[CH:9]3[CH:10]([CH:11]1[O:12]2)[C:17]([C:15]([NH:14][CH3:13])=[O:16])([C:18](=[O:19])[O:20][CH3:21])[N:22]([CH3:23])[CH:24]3[C:25](=[O:26])[O:27][CH3:28],water,298.15,20.4885239804728,-43.2245261920433,1
1811,2004,[CH3:18][NH:19][C:20](=[O:21])[N:22]=[NH+:23][N-:24][C:25](=[O:26])[O:27][CH3:28].[CH3:1][O:2][C:3]1([F:4])[C:5]#[C:6][C:7]([C:8]([CH3:9])=[O:10])([C:11]([CH3:12])=[O:13])[CH2:14][CH2:15][CH2:16][CH2:17]1>>[CH3:1][O:2][C:3]1([F:4])[C:5]2=[C:6]([C:7]([C:8]([CH3:9])=[O:10])([C:11]([CH3:12])=[O:13])[CH2:14][CH2:15][CH2:16][CH2:17]1)[N:24]([C:25](=[O:26])[O:27][CH3:28])[NH:23][N:22]2[C:20]([NH:19][CH3:18])=[O:21],water,298.15,31.1532673007675,-21.1097986645119,1
1812,2005,[CH3:18][NH:19][C:20](=[O:21])[N:22]=[NH+:23][N-:24][C:25](=[O:26])[O:27][CH3:28].[CH3:1][O:2][C:3]1([F:4])[C:5]#[C:6][C:7]([C:8]([CH3:9])=[O:10])([C:11]([CH3:12])=[O:13])[CH2:14][CH2:15][CH2:16][CH2:17]1>>[CH3:1][O:2][C:3]1([F:4])[C:5]2=[C:6]([C:7]([C:8]([CH3:9])=[O:10])([C:11]([CH3:12])=[O:13])[CH2:14][CH2:15][CH2:16][CH2:17]1)[N:22]([C:20]([NH:19][CH3:18])=[O:21])[NH:23][N:24]2[C:25](=[O:26])[O:27][CH3:28],water,298.15,41.227040976841,-23.7573277939425,1
1813,2008,[CH3:10][NH:11][C:12](=[O:13])[C:14](=[O+:15][C-:16]([C:17](=[O:18])[O:19][CH3:20])[C:21](=[O:22])[O:23][CH3:24])[C:25](=[O:26])[O:27][CH3:28].[CH3:1][C:2]1=[C:3]([F:4])[CH:5]2[CH2:6][CH2:7][CH:8]1[CH2:9]2>>[CH3:1][C:2]12[C:3]([F:4])([CH:5]3[CH2:6][CH2:7][CH:8]1[CH2:9]3)[C:14]([C:12]([NH:11][CH3:10])=[O:13])([C:25](=[O:26])[O:27][CH3:28])[O:15][C:16]2([C:17](=[O:18])[O:19][CH3:20])[C:21](=[O:22])[O:23][CH3:24],water,298.15,12.5084824801608,-47.0608150769453,0
1814,2009,[CH3:10][NH:11][C:12](=[O:13])[C:14](=[O+:15][C-:16]([C:17](=[O:18])[O:19][CH3:20])[C:21](=[O:22])[O:23][CH3:24])[C:25](=[O:26])[O:27][CH3:28].[CH3:1][C:2]1=[C:3]([F:4])[CH:5]2[CH2:6][CH2:7][CH:8]1[CH2:9]2>>[CH3:1][C:2]12[C:3]([F:4])([CH:5]3[CH2:6][CH2:7][CH:8]1[CH2:9]3)[C:16]([C:17](=[O:18])[O:19][CH3:20])([C:21](=[O:22])[O:23][CH3:24])[O:15][C:14]2([C:12]([NH:11][CH3:10])=[O:13])[C:25](=[O:26])[O:27][CH3:28],water,298.15,12.1264188282575,-46.9115796468397,0
1815,2010,[CH3:12][NH:13][C:14](=[O:15])[C:16](=[NH+:17][C-:18]([C:19]#[N:20])[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[C:27]([CH3:28])=[O:29].[F:1][C:2]([F:3])([F:4])[C:5]1=[CH:6][CH:7]2[CH2:8][CH2:9][CH:10]1[CH2:11]2>>[F:1][C:2]([F:3])([F:4])[C:5]12[CH:6]([CH:7]3[CH2:8][CH2:9][CH:10]1[CH2:11]3)[C:18]([C:19]#[N:20])([c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[NH:17][C:16]2([C:14]([NH:13][CH3:12])=[O:15])[C:27]([CH3:28])=[O:29],water,298.15,25.2267089430146,-8.89882035275568,1
1816,2011,[CH3:12][NH:13][C:14](=[O:15])[C:16](=[NH+:17][C-:18]([C:19]#[N:20])[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[C:27]([CH3:28])=[O:29].[F:1][C:2]([F:3])([F:4])[C:5]1=[CH:6][CH:7]2[CH2:8][CH2:9][CH:10]1[CH2:11]2>>[F:1][C:2]([F:3])([F:4])[C:5]12[CH:6]([CH:7]3[CH2:8][CH2:9][CH:10]1[CH2:11]3)[C:16]([C:14]([NH:13][CH3:12])=[O:15])([C:27]([CH3:28])=[O:29])[NH:17][C:18]2([C:19]#[N:20])[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1,water,298.15,26.2842209752357,-10.9890715177333,1
1817,2012,[CH3:13][O:14][C:15](=[O:16])[C-:17]([C:18]#[N:19])[N+:20]([CH3:21])=[CH:22][C:23]([CH3:24])=[O:25].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([Br:7])[CH:8]2[CH2:9][CH2:10][CH:11]1[CH2:12]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[C:6]([Br:7])([CH:8]3[CH2:9][CH2:10][CH:11]1[CH2:12]3)[CH:22]([C:23]([CH3:24])=[O:25])[N:20]([CH3:21])[C:17]2([C:15]([O:14][CH3:13])=[O:16])[C:18]#[N:19],water,298.15,35.00353991163,-8.40898911820623,0
1818,2015,[CH3:16][NH:17][C:18](=[O:19])[C:20](=[O+:21][C-:22]([CH3:23])[CH3:24])[C:25](=[O:26])[NH:27][CH3:28].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([F:8])([F:9])[F:10])[CH:11]2[CH:12]=[CH:13][CH:14]1[O:15]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([F:8])([F:9])[F:10])[CH:11]2[CH:12]3[CH:13]([CH:14]1[O:15]2)[C:22]([CH3:23])([CH3:24])[O:21][C:20]3([C:18]([NH:17][CH3:16])=[O:19])[C:25](=[O:26])[NH:27][CH3:28],water,298.15,10.8439670364022,-64.6283901678704,1
1819,2016,[CH3:16][NH:17][C:18](=[O:19])[C:20](=[O+:21][C-:22]([CH3:23])[CH3:24])[C:25](=[O:26])[NH:27][CH3:28].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([F:8])([F:9])[F:10])[CH:11]2[CH:12]=[CH:13][CH:14]1[O:15]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[C:6]([C:7]([F:8])([F:9])[F:10])([CH:11]3[CH:12]=[CH:13][CH:14]1[O:15]3)[C:22]([CH3:23])([CH3:24])[O:21][C:20]2([C:18]([NH:17][CH3:16])=[O:19])[C:25](=[O:26])[NH:27][CH3:28],water,298.15,15.1425363348553,-38.5744894433925,1
1820,2018,[CH3:10][NH:11][C:12](=[O:13])[C:14]([C:15](=[O:16])[NH:17][CH3:18])=[N+:19]([CH3:20])[C-:21]([C:22]#[N:23])[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1.[CH3:1][C:2](=[O:3])[C:4]#[C:5][C:6]([F:7])([F:8])[F:9]>>[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([C:6]([F:7])([F:8])[F:9])[C:21]([C:22]#[N:23])([c:24]2[cH:25][cH:26][cH:27][cH:28][cH:29]2)[N:19]([CH3:20])[C:14]1([C:12]([NH:11][CH3:10])=[O:13])[C:15](=[O:16])[NH:17][CH3:18],water,298.15,14.3338193596818,-50.7128549253602,0
1821,2019,[CH3:10][NH:11][C:12](=[O:13])[C:14]([C:15](=[O:16])[NH:17][CH3:18])=[N+:19]([CH3:20])[C-:21]([C:22]#[N:23])[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1.[CH3:1][C:2](=[O:3])[C:4]#[C:5][C:6]([F:7])([F:8])[F:9]>>[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([C:6]([F:7])([F:8])[F:9])[C:14]([C:12]([NH:11][CH3:10])=[O:13])([C:15](=[O:16])[NH:17][CH3:18])[N:19]([CH3:20])[C:21]1([C:22]#[N:23])[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1,water,298.15,18.1352178550476,-47.875338112585,0
1822,2020,[CH3:16][O:17][C:18](=[O:19])[C:20](=[NH+:21][N-:22][C:23]#[N:24])[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1.[CH3:1][O:2][C:3]1=[C:4]([c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[CH:11]2[CH:12]=[CH:13][CH:14]1[O:15]2>>[CH3:1][O:2][C:3]1=[C:4]([c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[CH:11]2[CH:12]3[CH:13]([CH:14]1[O:15]2)[C:20]([C:18]([O:17][CH3:16])=[O:19])([c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)[NH:21][N:22]3[C:23]#[N:24],water,298.15,19.1952345363103,-30.1516809477548,1
1823,2021,[CH3:16][O:17][C:18](=[O:19])[C:20](=[NH+:21][N-:22][C:23]#[N:24])[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1.[CH3:1][O:2][C:3]1=[C:4]([c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[CH:11]2[CH:12]=[CH:13][CH:14]1[O:15]2>>[CH3:1][O:2][C:3]1=[C:4]([c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[CH:11]2[CH:12]3[CH:13]([CH:14]1[O:15]2)[N:22]([C:23]#[N:24])[NH:21][C:20]3([C:18]([O:17][CH3:16])=[O:19])[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1,water,298.15,19.8473480268083,-29.3957281983242,1
1824,2022,[CH3:16][O:17][C:18](=[O:19])[C:20](=[NH+:21][N-:22][C:23]#[N:24])[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1.[CH3:1][O:2][C:3]1=[C:4]([c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[CH:11]2[CH:12]=[CH:13][CH:14]1[O:15]2>>[CH3:1][O:2][C:3]12[C:4]([c:5]3[cH:6][cH:7][cH:8][cH:9][cH:10]3)([CH:11]3[CH:12]=[CH:13][CH:14]1[O:15]3)[N:22]([C:23]#[N:24])[NH:21][C:20]2([C:18]([O:17][CH3:16])=[O:19])[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1,water,298.15,28.7987216640499,-7.59820454786289,1
1825,2023,[CH3:16][O:17][C:18](=[O:19])[C:20](=[NH+:21][N-:22][C:23]#[N:24])[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1.[CH3:1][O:2][C:3]1=[C:4]([c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[CH:11]2[CH:12]=[CH:13][CH:14]1[O:15]2>>[CH3:1][O:2][C:3]12[C:4]([c:5]3[cH:6][cH:7][cH:8][cH:9][cH:10]3)([CH:11]3[CH:12]=[CH:13][CH:14]1[O:15]3)[C:20]([C:18]([O:17][CH3:16])=[O:19])([c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)[NH:21][N:22]2[C:23]#[N:24],water,298.15,18.930711557657,-12.1838125566331,1
1826,2024,[CH3:14][O:15][C:16](=[O:17])[c:18]1[o:19][c:20](=[O:21])[c-:22]([C:23]#[N:24])[n+:25]1[CH3:26].[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]#[C:7][CH:8]([Br:9])[CH2:10][CH2:11][CH2:12][CH2:13]1>>[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]2=[C:7]([CH:8]([Br:9])[CH2:10][CH2:11][CH2:12][CH2:13]1)[C:22]1([C:23]#[N:24])[C:20](=[O:21])[O:19][C:18]2([C:16]([O:15][CH3:14])=[O:17])[N:25]1[CH3:26],water,298.15,17.3635520751473,-14.7329298532695,1
1827,2025,[CH3:14][O:15][C:16](=[O:17])[c:18]1[o:19][c:20](=[O:21])[c-:22]([C:23]#[N:24])[n+:25]1[CH3:26].[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]#[C:7][CH:8]([Br:9])[CH2:10][CH2:11][CH2:12][CH2:13]1>>[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]2=[C:7]([CH:8]([Br:9])[CH2:10][CH2:11][CH2:12][CH2:13]1)[C:18]1([C:16]([O:15][CH3:14])=[O:17])[O:19][C:20](=[O:21])[C:22]2([C:23]#[N:24])[N:25]1[CH3:26],water,298.15,18.6218246848128,-14.7905367342859,1
1828,2026,[CH3:1][C:2](=[O:3])[C:4]1([C:5]([CH3:6])=[O:7])[C:8]#[C:9][C:10]([CH3:11])([Cl:12])[CH2:13][CH2:14][CH2:15][CH2:16]1.[O:17]=[c:18]1[n-:19][nH+:20][c:21](-[c:22]2[cH:23][cH:24][cH:25][cH:26][cH:27]2)[o:28]1>>[CH3:1][C:2](=[O:3])[C:4]1([C:5]([CH3:6])=[O:7])[C:8]2=[C:9]([C:10]([CH3:11])([Cl:12])[CH2:13][CH2:14][CH2:15][CH2:16]1)[C:21]1([c:22]3[cH:23][cH:24][cH:25][cH:26][cH:27]3)[NH:20][N:19]2[C:18](=[O:17])[O:28]1,water,298.15,34.2792233758083,6.9255656586924,1
1829,2027,[CH3:1][C:2](=[O:3])[C:4]1([C:5]([CH3:6])=[O:7])[C:8]#[C:9][C:10]([CH3:11])([Cl:12])[CH2:13][CH2:14][CH2:15][CH2:16]1.[O:17]=[c:18]1[n-:19][nH+:20][c:21](-[c:22]2[cH:23][cH:24][cH:25][cH:26][cH:27]2)[o:28]1>>[CH3:1][C:2](=[O:3])[C:4]1([C:5]([CH3:6])=[O:7])[C:8]2=[C:9]([C:10]([CH3:11])([Cl:12])[CH2:13][CH2:14][CH2:15][CH2:16]1)[N:19]1[C:18](=[O:17])[O:28][C:21]2([c:22]2[cH:23][cH:24][cH:25][cH:26][cH:27]2)[NH:20]1,water,298.15,35.2024092510233,13.7190435844215,1
1830,2028,[CH3:15][O:16][C:17](=[O:18])[CH:19]=[N+:20]([CH3:21])[C-:22]([C:23]#[N:24])[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1.[CH3:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH:10]2[CH:11]=[CH:12][CH:13]1[O:14]2>>[CH3:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH:10]2[CH:11]3[CH:12]([CH:13]1[O:14]2)[C:22]([C:23]#[N:24])([c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)[N:20]([CH3:21])[CH:19]3[C:17]([O:16][CH3:15])=[O:18],water,298.15,16.7035203061136,-41.2821703217039,0
1831,2029,[CH3:15][O:16][C:17](=[O:18])[CH:19]=[N+:20]([CH3:21])[C-:22]([C:23]#[N:24])[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1.[CH3:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH:10]2[CH:11]=[CH:12][CH:13]1[O:14]2>>[CH3:1][C:2]12[C:3]([c:4]3[cH:5][cH:6][cH:7][cH:8][cH:9]3)([CH:10]3[CH:11]=[CH:12][CH:13]1[O:14]3)[CH:19]([C:17]([O:16][CH3:15])=[O:18])[N:20]([CH3:21])[C:22]2([C:23]#[N:24])[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1,water,298.15,16.4130583610737,-28.9929789708718,0
1832,2030,[CH3:15][O:16][C:17](=[O:18])[CH:19]=[N+:20]([CH3:21])[C-:22]([C:23]#[N:24])[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1.[CH3:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH:10]2[CH:11]=[CH:12][CH:13]1[O:14]2>>[CH3:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH:10]2[CH:11]3[CH:12]([CH:13]1[O:14]2)[CH:19]([C:17]([O:16][CH3:15])=[O:18])[N:20]([CH3:21])[C:22]3([C:23]#[N:24])[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1,water,298.15,16.9164796955312,-41.6499068552079,0
1833,2031,[CH3:15][O:16][C:17](=[O:18])[CH:19]=[N+:20]([CH3:21])[C-:22]([C:23]#[N:24])[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1.[CH3:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH:10]2[CH:11]=[CH:12][CH:13]1[O:14]2>>[CH3:1][C:2]12[C:3]([c:4]3[cH:5][cH:6][cH:7][cH:8][cH:9]3)([CH:10]3[CH:11]=[CH:12][CH:13]1[O:14]3)[C:22]([C:23]#[N:24])([c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)[N:20]([CH3:21])[CH:19]2[C:17]([O:16][CH3:15])=[O:18],water,298.15,14.6667703234472,-26.0250398205186,0
1834,2032,[CH3:13][O:14][C:15](=[O:16])[C-:17]([c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1)[N+:24]([CH3:25])=[CH:26][C:27]([CH3:28])=[O:29].[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([F:7])[CH:8]2[CH:9]=[CH:10][CH:11]1[O:12]2>>[CH3:1][NH:2][C:3](=[O:4])[C:5]12[C:6]([F:7])([CH:8]3[CH:9]=[CH:10][CH:11]1[O:12]3)[CH:26]([C:27]([CH3:28])=[O:29])[N:24]([CH3:25])[C:17]2([C:15]([O:14][CH3:13])=[O:16])[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1,water,298.15,19.1414637583482,-32.4902418000446,0
